ticker,prob_outperform,rank_pct
AZO,0.4945856389866981,0.428
TRGP,0.4944245816226778,0.426
VMC,0.49437755689739543,0.424
EG,0.49427924536639967,0.422
CPT,0.4940070585078275,0.42
EXC,0.49399403620328747,0.418
APD,0.4938134058410736,0.416
TECH,0.4935376673133663,0.414
HCA,0.4931724090435354,0.412
PNR,0.4931536504304103,0.41
TT,0.4931247356654125,0.408
EMR,0.4930446631657391,0.406
PGR,0.4927808750002471,0.404
PPG,0.4923657068553927,0.402
ETN,0.4923335805305339,0.4
CARR,0.49209108255409323,0.398
AIG,0.491999216870883,0.396
PFE,0.49197979630973293,0.394
HSY,0.4919240525434264,0.392
LMT,0.49185135827438914,0.39
SO,0.4915731935530729,0.388
COR,0.49153768414164345,0.386
CPAY,0.49128391086156226,0.384
BDX,0.4909131343362249,0.382
NOC,0.4908079271853979,0.38
DHI,0.4905380268219553,0.378
ECL,0.4904155580988654,0.376
UDR,0.4903625105555085,0.374
TKO,0.4903528022515842,0.372
GDDY,0.4902283902325472,0.37
NCLH,0.48941899604516215,0.368
CHD,0.4894076706644442,0.366
EXR,0.48913612643862975,0.364
AXP,0.4890438717964311,0.362
CSX,0.4889697184565743,0.36
WFC,0.4885276152585512,0.358
DHR,0.4881555816756728,0.356
J,0.4876057783756161,0.354
CHTR,0.48739116349451833,0.352
T,0.4873226969046194,0.35
BRK-B,0.48729328153948176,0.348
IFF,0.4872551031539372,0.346
LDOS,0.4871759242636302,0.344
KR,0.48717074122199544,0.342
CMCSA,0.48714727578965206,0.34
CVX,0.4870819636768843,0.338
SCHW,0.48663587830685656,0.336
MET,0.4865732212957286,0.334
PRU,0.4864492769180487,0.332
DRI,0.4863278463390749,0.33
INVH,0.48624893401684005,0.328
ORCL,0.48621537886626837,0.326
VLTO,0.48586489869713323,0.324
IDXX,0.48584504776829074,0.322
SOLV,0.48554329087743336,0.32
PHM,0.48515322772202324,0.318
BLK,0.4850985369648609,0.316
CDW,0.48487673659398617,0.314
PEG,0.4847850227742897,0.312
PEP,0.4845614365794995,0.31
COO,0.48402450529471,0.308
MLM,0.4838538688318202,0.306
ABNB,0.48373109546133675,0.304
MCD,0.4836850681173663,0.302
ORLY,0.48330624465782035,0.3
DG,0.4831870874650807,0.298
NRG,0.48317448819996817,0.296
HOOD,0.48310660583923987,0.294
GEN,0.4830551551578639,0.292
SBAC,0.4829802590177545,0.29
CI,0.4829234140780831,0.288
LEN,0.48266141626735065,0.286
TDG,0.4825439963843754,0.284
SYF,0.4823059724901175,0.282
DPZ,0.48187638926682874,0.28
CL,0.4818181979552767,0.278
MKC,0.4818151922319777,0.276
